time,Dendrite passive:1,Input signal,Gain:1,Na prefilter:1,Pulse,Dendrite NL,Soma NL prefilter out,Soma after passive,Vs,Soma input,Input + Vs,Vd,Integrator1:1,Spike Output
0,0,0,0,0,0,0.036564157,0,0,0,0,0,0.036564157,0,0
0.000200951,1.95776E-09,0.0002598,0.000389701,1.30515E-08,0,0.036564158,2.91412E-14,8.70121E-10,8.70121E-10,0.000259802,0.000389701,0.03656416,0,0
0.001205705,7.04787E-08,0.001558802,0.002338203,4.69804E-07,0,0.036564201,6.29377E-12,3.13248E-08,3.13248E-08,0.001558873,0.002338228,0.036564271,0,0
0.006229478,1.88129E-06,0.008053811,0.012080717,1.25345E-05,0,0.036565327,8.67546E-10,8.36256E-07,8.36256E-07,0.008055692,0.012081386,0.036567209,0,0
0.016229478,1.27678E-05,0.020982359,0.031473539,8.49881E-05,0,0.036572094,1.53234E-08,5.67682E-06,5.67682E-06,0.020995127,0.031478081,0.036584861,0,0
0.026229478,3.33456E-05,0.033910908,0.050866362,0.000221754,0,0.036584869,6.46119E-08,1.48298E-05,1.48298E-05,0.033944253,0.050878226,0.036618215,0,0
0.036229478,6.36116E-05,0.046839456,0.070259184,0.00042263,0,0.036603642,1.70072E-07,2.8297E-05,2.8297E-05,0.046903068,0.070281822,0.036667254,0,0
0.046229478,0.000103563,0.059768004,0.089652007,0.000687415,0,0.036628402,3.52946E-07,4.60803E-05,4.60803E-05,0.059871567,0.089688871,0.036731964,0,0
0.056229478,0.000153196,0.072696553,0.109044829,0.001015907,0,0.036659141,6.34377E-07,6.81813E-05,6.81813E-05,0.072849749,0.109099374,0.036812337,0,0
0.066229478,0.000212508,0.085625101,0.128437651,0.001407905,0,0.036695857,1.03541E-06,9.46019E-05,9.46019E-05,0.085837609,0.128513333,0.036908365,0,0
0.076229478,0.000281496,0.098553649,0.147830474,0.00186321,0,0.036738549,1.57701E-06,0.000125344,0.000125344,0.098835145,0.147930749,0.037020044,0,0
0.086229478,0.000360156,0.111482198,0.167223296,0.002381622,0,0.036787217,2.28002E-06,0.000160409,0.000160409,0.111842354,0.167351624,0.037147373,0,0
0.096229478,0.000448486,0.124410746,0.186616119,0.002962944,0,0.036841866,3.16521E-06,0.000199799,0.000199799,0.124859232,0.186775958,0.037290352,0,0
0.106229478,0.000546301,0.136553716,0.204830574,0.003605767,0,0.036902391,4.25316E-06,0.000243435,0.000243435,0.137100017,0.205025322,0.037448692,0,0
0.116229478,0.000652899,0.148221199,0.222331798,0.004305246,0,0.036968361,5.56319E-06,0.000291008,0.000291008,0.148874098,0.222564605,0.03762126,0,0
0.126229478,0.000768212,0.159888682,0.239833023,0.00506077,0,0.037039749,7.11372E-06,0.000342491,0.000342491,0.160656894,0.240107016,0.037807961,0,0
0.136229478,0.000892237,0.171556165,0.257334247,0.005872163,0,0.037116566,8.92305E-06,0.000397885,0.000397885,0.172448401,0.257652555,0.038008803,0,0
0.146229478,0.001024971,0.183223647,0.274835471,0.006739248,0,0.037198831,1.10094E-05,0.000457192,0.000457192,0.184248619,0.275201225,0.038223802,0,0
0.156229478,0.001166412,0.19489113,0.292336695,0.007661851,0,0.03728656,1.33909E-05,0.000520413,0.000520413,0.196057542,0.292753026,0.038452972,0,0
0.166229478,0.001316557,0.206558613,0.30983792,0.008639798,0,0.037379775,1.60856E-05,0.000587551,0.000587551,0.20787517,0.31030796,0.038696332,0,0
0.176229478,0.001475403,0.218226096,0.327339144,0.009672914,0,0.037478498,1.91115E-05,0.000658606,0.000658606,0.219701498,0.327866028,0.038953901,0,0
0.186229478,0.001642947,0.229893579,0.344840368,0.010761028,0,0.037582755,2.24865E-05,0.00073358,0.00073358,0.231536525,0.345427232,0.039225702,0,0
0.196229478,0.001819186,0.241561061,0.362341592,0.011903965,0,0.037692574,2.62284E-05,0.000812475,0.000812475,0.243380247,0.362991572,0.03951176,0,0
0.206229478,0.00200395,0.252500436,0.378750654,0.013100433,0,0.037807875,3.03548E-05,0.000895217,0.000895217,0.254504386,0.379466828,0.039811825,0,0
0.216229478,0.002196588,0.262999108,0.394498661,0.014345953,0,0.037928273,3.48823E-05,0.000981521,0.000981521,0.265195695,0.395283878,0.040124861,0,0
0.226229478,0.002397036,0.273497779,0.410246669,0.015639969,0,0.03805376,3.98264E-05,0.001071361,0.001071361,0.275894815,0.411103757,0.040450796,0,0
0.236229478,0.002605293,0.283996451,0.425994676,0.016982328,0,0.038184368,4.52028E-05,0.001164737,0.001164737,0.286601744,0.426926466,0.040789662,0,0
0.246229478,0.002821357,0.294495123,0.441742684,0.018372879,0,0.038320132,5.10269E-05,0.001261652,0.001261652,0.297316479,0.442752006,0.041141489,0,0
0.256229478,0.003045223,0.304993794,0.457490691,0.019811472,0,0.038461088,5.73142E-05,0.001362108,0.001362108,0.308039017,0.458580377,0.041506311,0,0
0.266229478,0.003276891,0.315492466,0.473238699,0.021297955,0,0.038607273,6.40799E-05,0.001466104,0.001466104,0.318769357,0.474411582,0.041884164,0,0
0.276229478,0.003516357,0.325991138,0.488986706,0.02283218,0,0.038758729,7.13395E-05,0.001573644,0.001573644,0.329507495,0.490245621,0.042275086,0,0
0.286229478,0.003763619,0.336489809,0.504734714,0.024413995,0,0.038915497,7.9108E-05,0.001684727,0.001684727,0.340253429,0.506082496,0.042679116,0,0
0.296229478,0.004018675,0.346988481,0.520482721,0.026043253,0,0.039077621,8.74007E-05,0.001799357,0.001799357,0.351007156,0.521922207,0.043096296,0,0
0.306229478,0.004281366,0.356812777,0.535219165,0.027718767,0,0.039245042,9.62325E-05,0.001917464,0.001917464,0.361094143,0.536753136,0.043526409,0,0
0.316229478,0.00455109,0.366228893,0.549343339,0.029436399,0,0.039417407,0.000105617,0.002038783,0.002038783,0.370779983,0.550974365,0.043968498,0,0
0.326229478,0.004827789,0.375645008,0.563467512,0.031195644,0,0.039594723,0.000115569,0.002163292,0.002163292,0.380472797,0.565198146,0.044422511,0,0
