time,Dendrite passive:1,Input signal,Gain:1,Na prefilter:1,Pulse,Dendrite NL,Soma NL prefilter out,Soma after passive,Vs,Soma input,Input + Vs,Vd,Integrator1:1,Spike Output
0,0,0,0,0,0,0.036564157,0,0,0,0,0,0.036564157,0,0
0.000200951,2.2188E-09,0.0002598,0.000441661,1.47917E-08,0,0.036564158,2.91412E-14,8.70122E-10,8.70122E-10,0.000259803,0.000441661,0.03656416,0,0
0.001205705,7.98758E-08,0.001558802,0.002649964,5.32445E-07,0,0.036564206,6.29379E-12,3.13249E-08,3.13249E-08,0.001558882,0.002649989,0.036564286,0,0
0.006229478,2.13212E-06,0.008053811,0.013691479,1.42058E-05,0,0.036565483,8.67559E-10,8.36274E-07,8.36274E-07,0.008055943,0.013692148,0.036567615,0,0
0.016229478,1.447E-05,0.020982359,0.035670011,9.63187E-05,0,0.036573152,1.5324E-08,5.67713E-06,5.67713E-06,0.020996829,0.035674553,0.036587622,0,0
0.026229478,3.77909E-05,0.033910908,0.057648543,0.000251317,0,0.036587632,6.46161E-08,1.48311E-05,1.48311E-05,0.033948699,0.057660408,0.036625423,0,0
0.036229478,7.20913E-05,0.046839456,0.079627075,0.000478969,0,0.036608909,1.70088E-07,2.83005E-05,2.83005E-05,0.046911547,0.079649716,0.036681,0,0
0.046229478,0.000117367,0.059768004,0.101605607,0.000779045,0,0.036636974,3.52987E-07,4.60874E-05,4.60874E-05,0.059885372,0.101642477,0.036754341,0,0
0.056229478,0.000173615,0.072696553,0.12358414,0.001151316,0,0.03667182,6.34467E-07,6.8194E-05,6.8194E-05,0.072870168,0.123638695,0.036845435,0,0
0.066229478,0.000240831,0.085625101,0.145562672,0.001595552,0,0.036713446,1.03559E-06,9.46227E-05,9.46227E-05,0.085865932,0.14563837,0.036954277,0,0
0.076229478,0.000319011,0.098553649,0.167541204,0.002111525,0,0.036761852,1.57731E-06,0.000125376,0.000125376,0.098872661,0.167641504,0.037080864,0,0
0.086229478,0.000408152,0.111482198,0.189519736,0.002699009,0,0.036817044,2.28051E-06,0.000160455,0.000160455,0.11189035,0.1896481,0.037225196,0,0
0.096229478,0.00050825,0.124410746,0.211498268,0.003357777,0,0.03687903,3.16597E-06,0.000199863,0.000199863,0.124918996,0.211658158,0.03738728,0,0
0.106229478,0.000619095,0.136553716,0.232141317,0.004086233,0,0.036947693,4.25428E-06,0.000243521,0.000243521,0.137172811,0.232336134,0.037566788,0,0
0.116229478,0.000739892,0.148221199,0.251976038,0.004878883,0,0.03702255,5.56481E-06,0.000291121,0.000291121,0.148961091,0.252208935,0.037762442,0,0
0.126229478,0.000870563,0.159888682,0.271810759,0.005735033,0,0.037103573,7.11597E-06,0.000342635,0.000342635,0.160759245,0.272084867,0.037974136,0,0
0.136229478,0.001011105,0.171556165,0.29164548,0.006654481,0,0.037190781,8.92609E-06,0.000398066,0.000398066,0.17256727,0.291963933,0.038201886,0,0
0.146229478,0.001161515,0.183223647,0.311480201,0.007637029,0,0.037284197,1.10134E-05,0.000457415,0.000457415,0.184385162,0.311846133,0.038445712,0,0
0.156229478,0.001321789,0.19489113,0.331314921,0.008682476,0,0.037383848,1.33962E-05,0.000520685,0.000520685,0.196212919,0.331731469,0.038705637,0,0
0.166229478,0.001491924,0.206558613,0.351149642,0.009790623,0,0.037489762,1.60923E-05,0.000587877,0.000587877,0.208050537,0.351619944,0.038981686,0,0
0.176229478,0.001671916,0.218226096,0.370984363,0.010961272,0,0.037601973,1.912E-05,0.000658994,0.000658994,0.219898012,0.371511558,0.039273888,0,0
0.186229478,0.001861762,0.229893579,0.390819084,0.012194226,0,0.037720514,2.2497E-05,0.000734037,0.000734037,0.231755341,0.391406314,0.039582276,0,0
0.196229478,0.002061459,0.241561061,0.410653804,0.013489287,0,0.037845423,2.62413E-05,0.000813009,0.000813009,0.243622521,0.411304212,0.039906882,0,0
0.206229478,0.002270813,0.252500436,0.429250741,0.014844989,0,0.037976619,3.03706E-05,0.000895836,0.000895836,0.254771249,0.42996741,0.040247432,0,0
0.216229478,0.002489086,0.262999108,0.447098483,0.016256255,0,0.038113668,3.49012E-05,0.000982233,0.000982233,0.265488194,0.447884269,0.040602755,0,0
0.226229478,0.002716207,0.273497779,0.464946225,0.017722452,0,0.03825657,3.98491E-05,0.001072174,0.001072174,0.276213986,0.465803964,0.040972777,0,0
0.236229478,0.002952173,0.283996451,0.482793967,0.019243407,0,0.038405367,4.52297E-05,0.001165661,0.001165661,0.286948624,0.483726496,0.04135754,0,0
0.246229478,0.003196981,0.294495123,0.500641708,0.020818948,0,0.038560107,5.10586E-05,0.001262697,0.001262697,0.297692103,0.501651866,0.041757087,0,0
0.256229478,0.003450627,0.304993794,0.51848945,0.022448902,0,0.038720838,5.73512E-05,0.001363282,0.001363282,0.308444421,0.519580076,0.042171465,0,0
0.266229478,0.003713109,0.315492466,0.536337192,0.024133099,0,0.038887613,6.4123E-05,0.001467418,0.001467418,0.319205575,0.537511127,0.042600722,0,0
0.276229478,0.003984424,0.325991138,0.554184934,0.025871366,0,0.039060485,7.13893E-05,0.001575108,0.001575108,0.329975561,0.55544502,0.043044909,0,0
0.286229478,0.004264569,0.336489809,0.572032676,0.027663533,0,0.039239512,7.91653E-05,0.001686352,0.001686352,0.340754378,0.573381758,0.043504081,0,0
0.296229478,0.00455354,0.346988481,0.589880418,0.029509431,0,0.039424753,8.74662E-05,0.001801154,0.001801154,0.351542021,0.59132134,0.043978293,0,0
0.306229478,0.004851159,0.356812777,0.60658172,0.031407713,0,0.03961615,9.63071E-05,0.001919444,0.001919444,0.361663936,0.608117276,0.044467309,0,0
0.316229478,0.005156742,0.366228893,0.622589117,0.033353688,0,0.039813308,0.000105702,0.002040959,0.002040959,0.371385634,0.624221884,0.04497005,0,0
0.326229478,0.005470223,0.375645008,0.638596514,0.035346784,0,0.040016243,0.000115664,0.002165675,0.002165675,0.381115231,0.640329054,0.045486466,0,0
0.336229478,0.0057916,0.385061124,0.654603911,0.037386854,0,0.040225018,0.000126206,0.002293592,0.002293592,0.390852724,0.656438785,0.046016618,0,0
0.346229478,0.006120869,0.39447724,0.670611308,0.039473748,0,0.040439696,0.000137342,0.002424714,0.002424714,0.400598109,0.672551079,0.046560566,0,0
0.356229478,0.006458029,0.403893356,0.686618705,0.04160732,0,0.040660345,0.000149085,0.002559042,0.002559042,0.410351385,0.688665938,0.047118374,0,0
0.366229478,0.006803076,0.413309471,0.702626102,0.043787423,0,0.040887032,0.000161446,0.002696577,0.002696577,0.420112548,0.704783363,0.047690108,0,0
0.376229478,0.007156008,0.422725587,0.718633498,0.046013911,0,0.041119828,0.00017444,0.00283732,0.00283732,0.429881596,0.720903354,0.048275836,0,0
0.386229478,0.007516823,0.432141703,0.734640895,0.048286638,0,0.041358807,0.000188079,0.002981273,0.002981273,0.439658526,0.737025914,0.04887563,0,0
0.396229478,0.007885517,0.441557819,0.750648292,0.050605458,0,0.041604044,0.000202376,0.003128438,0.003128438,0.449443336,0.753151043,0.04948956,0,0
