time,Dendrite passive:1,Input signal,Gain:1,Na prefilter:1,Pulse,Dendrite NL,Soma NL prefilter out,Soma after passive,Vs,Soma input,Input + Vs,Vd,Integrator1:1,Spike Output
0,0,0,0,0,0,0.036564157,0,0,0,0,0,0.036564157,0,0
0.000200951,1.56621E-09,0.0002598,0.00031176,1.04412E-08,0,0.036564158,2.91412E-14,8.7012E-10,8.7012E-10,0.000259802,0.000311761,0.036564159,0,0
0.001205705,5.63831E-08,0.001558802,0.001870563,3.75844E-07,0,0.036564192,6.29374E-12,3.13246E-08,3.13246E-08,0.001558859,0.001870588,0.036564248,0,0
0.006229478,1.50504E-06,0.008053811,0.009664573,1.00277E-05,0,0.036565093,8.67525E-10,8.3623E-07,8.3623E-07,0.008055316,0.009665242,0.036566598,0,0
0.016229478,1.02144E-05,0.020982359,0.025178831,6.79921E-05,0,0.036570506,1.53224E-08,5.67636E-06,5.67636E-06,0.020992574,0.025183372,0.036580721,0,0
0.026229478,2.66775E-05,0.033910908,0.040693089,0.00017741,0,0.036580727,6.46055E-08,1.48279E-05,1.48279E-05,0.033937585,0.040704952,0.036607404,0,0
0.036229478,5.0892E-05,0.046839456,0.056207347,0.000338123,0,0.036595743,1.70049E-07,2.82919E-05,2.82919E-05,0.046890348,0.056229981,0.036646635,0,0
0.046229478,8.28559E-05,0.059768004,0.071721605,0.00054997,0,0.036615547,3.52885E-07,4.60696E-05,4.60696E-05,0.05985086,0.071758461,0.036698403,0,0
0.056229478,0.000122567,0.072696553,0.087235863,0.000812793,0,0.036640131,6.34244E-07,6.81622E-05,6.81622E-05,0.07281912,0.087290393,0.036762698,0,0
0.066229478,0.000170023,0.085625101,0.102750121,0.001126434,0,0.03666949,1.03516E-06,9.45706E-05,9.45706E-05,0.085795124,0.102825778,0.036839513,0,0
0.076229478,0.000225222,0.098553649,0.118264379,0.001490736,0,0.03670362,1.57656E-06,0.000125296,0.000125296,0.098778871,0.118364616,0.036928842,0,0
0.086229478,0.000288162,0.111482198,0.133778637,0.001905541,0,0.03674252,2.27928E-06,0.00016034,0.00016034,0.111770359,0.133906909,0.037030682,0,0
0.096229478,0.00035884,0.124410746,0.149292895,0.002370693,0,0.03678619,3.16406E-06,0.000199703,0.000199703,0.124769586,0.149452658,0.03714503,0,0
0.106229478,0.00043711,0.136553716,0.163864459,0.002885068,0,0.03683454,4.25146E-06,0.000243306,0.000243306,0.136990826,0.164059104,0.03727165,0,0
0.116229478,0.000522409,0.148221199,0.177865439,0.003444792,0,0.036887225,5.56077E-06,0.00029084,0.00029084,0.148743608,0.17809811,0.037409634,0,0
0.126229478,0.000614685,0.159888682,0.191866418,0.004049377,0,0.036944216,7.11035E-06,0.000342275,0.000342275,0.160503366,0.192140238,0.037558901,0,0
0.136229478,0.000713934,0.171556165,0.205867397,0.004698685,0,0.037005519,8.91849E-06,0.000397614,0.000397614,0.172270099,0.206185489,0.037719453,0,0
0.146229478,0.000820156,0.183223647,0.219868377,0.005392577,0,0.037071143,1.10034E-05,0.000456857,0.000456857,0.184043803,0.220233863,0.037891299,0,0
0.156229478,0.000933347,0.19489113,0.233869356,0.006130914,0,0.037141097,1.3383E-05,0.000520006,0.000520006,0.195824477,0.234285361,0.038074444,0,0
0.166229478,0.001053507,0.206558613,0.247870336,0.00691356,0,0.03721539,1.60756E-05,0.000587061,0.000587061,0.20761212,0.248339984,0.038268897,0,0
0.176229478,0.001180633,0.218226096,0.261871315,0.007740378,0,0.037294036,1.90989E-05,0.000658023,0.000658023,0.219406729,0.262397733,0.038474669,0,0
0.186229478,0.001314723,0.229893579,0.275872294,0.008611231,0,0.037377049,2.24707E-05,0.000732893,0.000732893,0.231208302,0.276458609,0.038691772,0,0
0.196229478,0.001455776,0.241561061,0.289873274,0.009525982,0,0.037464442,2.6209E-05,0.000811673,0.000811673,0.243016838,0.290522612,0.038920218,0,0
0.206229478,0.001603655,0.252500436,0.303000523,0.0104836,0,0.037556146,3.03312E-05,0.000894289,0.000894289,0.254104091,0.303715954,0.039159801,0,0
0.216229478,0.00175784,0.262999108,0.315598929,0.011480502,0,0.037651849,3.48538E-05,0.000980453,0.000980453,0.264756947,0.316383292,0.039409688,0,0
0.226229478,0.00191828,0.273497779,0.328197335,0.012516245,0,0.037751534,3.97924E-05,0.00107014,0.00107014,0.275416059,0.329053447,0.039669814,0,0
0.236229478,0.002084974,0.283996451,0.340795741,0.01359071,0,0.037855222,4.51624E-05,0.001163351,0.001163351,0.286081425,0.341726422,0.039940197,0,0
0.246229478,0.002257921,0.294495123,0.353394147,0.014703777,0,0.037962932,5.09794E-05,0.001260086,0.001260086,0.296753043,0.354402216,0.040220853,0,0
0.256229478,0.002437118,0.304993794,0.365992553,0.015855326,0,0.038074684,5.72586E-05,0.001360347,0.001360347,0.307430912,0.36708083,0.040511802,0,0
0.266229478,0.002622564,0.315492466,0.378590959,0.01704524,0,0.0381905,6.40153E-05,0.001464133,0.001464133,0.31811503,0.379762266,0.040813064,0,0
0.276229478,0.002814257,0.325991138,0.391189365,0.018273401,0,0.038310404,7.12648E-05,0.001571447,0.001571447,0.328805395,0.392446523,0.041124661,0,0
0.286229478,0.003012196,0.336489809,0.403787771,0.019539689,0,0.038434419,7.90222E-05,0.00168229,0.00168229,0.339502005,0.405133603,0.041446614,0,0
0.296229478,0.003216378,0.346988481,0.416386177,0.020843988,0,0.038562571,8.73025E-05,0.001796661,0.001796661,0.350204859,0.417823506,0.041778949,0,0
0.306229478,0.003426677,0.356812777,0.428175332,0.022185349,0,0.038694804,9.61207E-05,0.001914493,0.001914493,0.360239454,0.429706926,0.042121481,0,0
0.316229478,0.003642613,0.366228893,0.439474671,0.023560465,0,0.038830829,0.000105491,0.00203552,0.00203552,0.369871505,0.441103087,0.042473442,0,0
0.326229478,0.003864137,0.375645008,0.45077401,0.024968932,0,0.038970643,0.000115425,0.002159717,0.002159717,0.379509146,0.452501784,0.04283478,0,0
0.336229478,0.00409125,0.385061124,0.462073349,0.02641065,0,0.039114271,0.000125938,0.002287086,0.002287086,0.389152374,0.463903018,0.043205521,0,0
0.346229478,0.004323949,0.39447724,0.473372688,0.027885514,0,0.039261743,0.000137041,0.002417628,0.002417628,0.398801189,0.47530679,0.043585692,0,0
0.356229478,0.004562232,0.403893356,0.484672027,0.029393424,0,0.039413086,0.000148748,0.002551342,0.002551342,0.408455588,0.4867131,0.043975318,0,0
0.366229478,0.004806099,0.413309471,0.495971366,0.030934278,0,0.03956833,0.000161071,0.002688231,0.002688231,0.418115571,0.49812195,0.044374429,0,0
0.376229478,0.005055548,0.422725587,0.507270705,0.032507975,0,0.039727505,0.000174024,0.002828294,0.002828294,0.427781135,0.50953334,0.044783053,0,0
0.386229478,0.005310576,0.432141703,0.518570044,0.034114414,0,0.039890644,0.000187618,0.002971533,0.002971533,0.437452279,0.52094727,0.045201221,0,0
0.396229478,0.005571184,0.441557819,0.529869383,0.035753494,0,0.040057779,0.000201867,0.003117948,0.003117948,0.447129003,0.532363741,0.045628963,0,0
0.406229478,0.005837253,0.450349782,0.540419738,0.037424347,0,0.040228865,0.000216783,0.003267476,0.003267476,0.456187035,0.54303372,0.046066118,0,0
