time,Dendrite passive:1,Input signal,Gain:1,Na prefilter:1,Pulse,Dendrite NL,Soma NL prefilter out,Soma after passive,Vs,Soma input,Input + Vs,Vd,Integrator1:1,Spike Output
0,0,0,0,0,0,0.036564157,0,0,0,0,0,0.036564157,0,0
0.000200951,2.34931E-09,0.0002598,0.000467641,1.56618E-08,0,0.036564158,2.91412E-14,8.70122E-10,8.70122E-10,0.000259803,0.000467641,0.036564161,0,0
0.001205705,8.45743E-08,0.001558802,0.002805844,5.63765E-07,0,0.036564209,6.2938E-12,3.1325E-08,3.1325E-08,0.001558887,0.002805869,0.036564294,0,0
0.006229478,2.25753E-06,0.008053811,0.01449686,1.50414E-05,0,0.036565561,8.67566E-10,8.36282E-07,8.36282E-07,0.008056069,0.014497529,0.036567819,0,0
0.016229478,1.53211E-05,0.020982359,0.037768247,0.000101984,0,0.036573681,1.53243E-08,5.67729E-06,5.67729E-06,0.020997681,0.037772789,0.036589002,0,0
0.026229478,4.00136E-05,0.033910908,0.061039634,0.000266098,0,0.036589013,6.46182E-08,1.48318E-05,1.48318E-05,0.033950921,0.061051499,0.036629026,0,0
0.036229478,7.63312E-05,0.046839456,0.084311021,0.000507138,0,0.036611543,1.70095E-07,2.83022E-05,2.83022E-05,0.046915787,0.084333663,0.036687874,0,0
0.046229478,0.00012427,0.059768004,0.107582408,0.00082486,0,0.036641261,3.53007E-07,4.60909E-05,4.60909E-05,0.059892274,0.107619281,0.03676553,0,0
0.056229478,0.000183825,0.072696553,0.130853795,0.00121902,0,0.036678161,6.34511E-07,6.82004E-05,6.82004E-05,0.072880377,0.130908355,0.036861986,0,0
0.066229478,0.000254993,0.085625101,0.154125182,0.001689375,0,0.036722243,1.03567E-06,9.46332E-05,9.46332E-05,0.085880094,0.154200888,0.036977236,0,0
0.076229478,0.000337769,0.098553649,0.177396569,0.002235683,0,0.03677351,1.57746E-06,0.000125392,0.000125392,0.098891419,0.177496882,0.037111279,0,0
0.086229478,0.000432151,0.111482198,0.200667956,0.002857703,0,0.036831967,2.28076E-06,0.000160478,0.000160478,0.111914348,0.200796338,0.037264117,0,0
0.096229478,0.000538132,0.124410746,0.223939343,0.003555194,0,0.036897626,3.16635E-06,0.000199895,0.000199895,0.124948878,0.224099258,0.037435758,0,0
0.106229478,0.000655492,0.136553716,0.245796689,0.004326465,0,0.036970365,4.25485E-06,0.000243564,0.000243564,0.137209209,0.24599154,0.037625857,0,0
0.116229478,0.000783389,0.148221199,0.266798158,0.005165701,0,0.037049674,5.56562E-06,0.000291177,0.000291177,0.149004588,0.2670311,0.037833063,0,0
0.126229478,0.000921739,0.159888682,0.287799627,0.006072164,0,0.037135525,7.11709E-06,0.000342707,0.000342707,0.160810421,0.288073793,0.038057264,0,0
0.136229478,0.00107054,0.171556165,0.308801096,0.007045641,0,0.037227943,8.92762E-06,0.000398156,0.000398156,0.172626704,0.309119621,0.038298482,0,0
0.146229478,0.001229787,0.183223647,0.329802565,0.008085919,0,0.037326953,1.10155E-05,0.000457527,0.000457527,0.184453434,0.330168587,0.038556739,0,0
0.156229478,0.001399477,0.19489113,0.350804034,0.009192788,0,0.037432586,1.33988E-05,0.000520821,0.000520821,0.196290607,0.351220691,0.038832063,0,0
0.166229478,0.001579607,0.206558613,0.371805503,0.010366035,0,0.037544876,1.60957E-05,0.000588041,0.000588041,0.20813822,0.372275936,0.039124483,0,0
0.176229478,0.001770172,0.218226096,0.392806972,0.011605451,0,0.037663861,1.91242E-05,0.000659188,0.000659188,0.219996268,0.393334323,0.039434033,0,0
0.186229478,0.00197117,0.229893579,0.413808442,0.012910824,0,0.03778958,2.25023E-05,0.000734266,0.000734266,0.231864748,0.414395855,0.039760749,0,0
0.196229478,0.002182596,0.241561061,0.434809911,0.014281948,0,0.037922077,2.62478E-05,0.000813276,0.000813276,0.243743657,0.435460532,0.040104673,0,0
0.206229478,0.002404245,0.252500436,0.454500785,0.015717267,0,0.038061269,3.03784E-05,0.000896146,0.000896146,0.254904681,0.455217701,0.040465514,0,0
0.216229478,0.002635336,0.262999108,0.473398394,0.017211405,0,0.038206701,3.49107E-05,0.000982589,0.000982589,0.265634443,0.474184465,0.040842037,0,0
0.226229478,0.002875793,0.273497779,0.492296003,0.018763693,0,0.038358374,3.98604E-05,0.001072581,0.001072581,0.276373572,0.493154067,0.041234167,0,0
0.236229478,0.003125613,0.283996451,0.511193612,0.020373946,0,0.038516339,4.52431E-05,0.001166124,0.001166124,0.287122064,0.512126511,0.041641952,0,0
0.246229478,0.003384792,0.294495123,0.530091221,0.022041982,0,0.038680649,5.10744E-05,0.001263219,0.001263219,0.297879915,0.531101796,0.042065442,0,0
0.256229478,0.003653329,0.304993794,0.54898883,0.023767618,0,0.038851361,5.73697E-05,0.001363869,0.001363869,0.308647123,0.550079925,0.04250469,0,0
0.266229478,0.003931218,0.315492466,0.567886439,0.02555067,0,0.039028535,6.41445E-05,0.001468075,0.001468075,0.319423684,0.569060899,0.042959753,0,0
0.276229478,0.004218457,0.325991138,0.586784048,0.027390959,0,0.039212231,7.14141E-05,0.00157584,0.00157584,0.330209595,0.588044719,0.043430689,0,0
0.286229478,0.004515043,0.336489809,0.605681657,0.029288302,0,0.039402516,7.91939E-05,0.001687165,0.001687165,0.341004852,0.607031389,0.04391756,0,0
0.296229478,0.004820973,0.346988481,0.624579266,0.031242519,0,0.039599458,8.74989E-05,0.001802052,0.001802052,0.351809453,0.626020907,0.04442043,0,0
0.306229478,0.005136055,0.356812777,0.642262998,0.033252185,0,0.039803,9.63444E-05,0.001920434,0.001920434,0.361948832,0.643799346,0.044939055,0,0
0.316229478,0.005459568,0.366228893,0.659212007,0.035312333,0,0.040012727,0.000105744,0.002042047,0.002042047,0.37168846,0.660845644,0.045472294,0,0
0.326229478,0.00579144,0.375645008,0.676161015,0.037422355,0,0.040228661,0.000115712,0.002166866,0.002166866,0.381436448,0.677894508,0.046020101,0,0
