time,Dendrite passive:1,Input signal,Input,Na prefilter:1,Dendrite NL,Soma NL prefilter out,Soma after passive,Vs,Input + Vs,Vd,Gain1:1,Integrator1:1,Spike Output
0,0,0,0,0,0.036564157,0,0,0,0,0.036564157,1,0,0
0.005495844,1.36735E-06,0.007105329,0.00994746,9.11096E-06,0.036565008,9.1944E-09,6.69789E-06,6.69789E-06,0.009952819,0.036566375,0.99451923,0,0
0.015495844,1.08685E-05,0.020033877,0.028047428,7.23508E-05,0.036570913,7.29699E-08,1.88846E-05,1.88846E-05,0.028062536,0.036581782,0.984623598,0,0
0.025495844,2.94175E-05,0.032962426,0.046147396,0.000195645,0.03658243,1.97216E-07,3.10748E-05,3.10748E-05,0.046172256,0.036611848,0.97482643,0,0
0.035495844,5.70098E-05,0.045890974,0.064247363,0.000378795,0.036599545,3.81659E-07,4.32734E-05,4.32734E-05,0.064281982,0.036656555,0.965126745,0,0
0.045495844,9.3641E-05,0.058819522,0.082347331,0.0006216,0.036622246,6.26055E-07,5.54853E-05,5.54853E-05,0.082391719,0.036715887,0.955523573,0,0
0.055495844,0.000139306,0.07174807,0.100447299,0.000923863,0.036650526,9.30182E-07,6.77153E-05,6.77153E-05,0.100501471,0.036789832,0.946015955,0,0
0.065495844,0.000194002,0.084676619,0.118547266,0.001285385,0.036684378,1.29384E-06,7.99683E-05,7.99683E-05,0.118611241,0.03687838,0.936602939,0,0
0.075495844,0.000257722,0.097605167,0.136647234,0.00170597,0.0367238,1.71687E-06,9.22492E-05,9.22492E-05,0.136721033,0.036981522,0.927283584,0,0
0.085495844,0.000330463,0.110533715,0.154747201,0.00218542,0.03676879,2.19912E-06,0.000104563,0.000104563,0.154830852,0.037099253,0.918056958,0,0
0.095495844,0.000412221,0.123462264,0.172847169,0.002723541,0.03681935,2.74047E-06,0.000116914,0.000116914,0.1729407,0.037231571,0.908922139,0,0
0.105495844,0.000502851,0.13569775,0.18997685,0.003319206,0.036875398,3.34083E-06,0.000129307,0.000129307,0.190080296,0.037378248,0.899878212,0,0
0.115495844,0.000601701,0.147365233,0.206311326,0.003967917,0.036936532,4.00012E-06,0.000141748,0.000141748,0.206424724,0.037538233,0.890924275,0,0
0.125495844,0.000708672,0.159032716,0.222645802,0.00466886,0.037002701,4.7183E-06,0.00015424,0.00015424,0.222769194,0.037711374,0.88205943,0,0
0.135495844,0.00082376,0.170700198,0.238980278,0.005421861,0.037073915,5.49533E-06,0.000166788,0.000166788,0.239113708,0.037897676,0.873282792,0,0
0.145495844,0.000946961,0.182367681,0.255314754,0.006226748,0.037150186,6.33122E-06,0.000179395,0.000179395,0.25545827,0.038097147,0.864593483,0,0
0.155495844,0.00107827,0.194035164,0.27164923,0.007083348,0.037231527,7.22598E-06,0.000192068,0.000192068,0.271802884,0.038309797,0.855990634,0,0
0.165495844,0.001217684,0.205702647,0.287983706,0.007991488,0.037317954,8.17965E-06,0.000204809,0.000204809,0.288147552,0.038535639,0.847473385,0,0
0.175495844,0.001365199,0.21737013,0.304318181,0.008950998,0.037409486,9.19229E-06,0.000217623,0.000217623,0.30449228,0.038774684,0.839040884,0,0
0.185495844,0.00152081,0.229037612,0.320652657,0.009961706,0.037506141,1.0264E-05,0.000230515,0.000230515,0.320837069,0.039026951,0.830692288,0,0
0.195495844,0.001684514,0.240705095,0.336987133,0.011023443,0.037607941,1.13948E-05,0.000243489,0.000243489,0.337181924,0.039292455,0.822426761,0,0
0.205495844,0.001856177,0.251730218,0.352422305,0.012135177,0.037714828,1.2585E-05,0.000256549,0.000256549,0.352627544,0.039571005,0.814243478,0,0
0.215495844,0.002035195,0.262228889,0.367120445,0.013292749,0.037826441,1.38345E-05,0.0002697,0.0002697,0.367336205,0.039861636,0.80614162,0,0
0.225495844,0.002221477,0.272727561,0.381818585,0.014495417,0.037942747,1.51437E-05,0.000282945,0.000282945,0.382044941,0.040164223,0.798120377,0,0
0.235495844,0.002415017,0.283226233,0.396516726,0.01574303,0.038063772,1.65126E-05,0.000296288,0.000296288,0.396753756,0.04047879,0.790178947,0,0
0.245495844,0.002615814,0.293724904,0.411214866,0.017035439,0.038189545,1.79415E-05,0.000309734,0.000309734,0.411462654,0.040805359,0.782316535,0,0
