time,Dendrite passive:1,Input signal,Input,Na prefilter:1,Dendrite NL,Soma NL prefilter out,Soma after passive,Vs,Input + Vs,Vd,Gain1:1,Integrator1:1,Spike Output
0,0,0,0,0,0.036564157,0,0,0,0,0.036564157,1,0,0
0.005495844,9.76891E-07,0.007105329,0.007105329,6.50923E-06,0.036564765,9.19437E-09,6.69785E-06,6.69785E-06,0.007110687,0.036565741,0.99451923,0,0
0.015495844,7.76489E-06,0.020033877,0.020033877,5.16903E-05,0.036568984,7.29683E-08,1.88837E-05,1.88837E-05,0.020048984,0.036576749,0.984623598,0,0
0.025495844,2.1017E-05,0.032962426,0.032962426,0.000139777,0.036577211,1.97203E-07,3.10709E-05,3.10709E-05,0.032987282,0.036598228,0.97482643,0,0
0.035495844,4.07301E-05,0.045890974,0.045890974,0.000270626,0.036589436,3.81613E-07,4.3263E-05,4.3263E-05,0.045925584,0.036630166,0.965126745,0,0
0.045495844,6.69008E-05,0.058819522,0.058819522,0.000444096,0.036605649,6.25931E-07,5.54633E-05,5.54633E-05,0.058863893,0.036672549,0.955523573,0,0
0.055495844,9.9526E-05,0.07174807,0.07174807,0.000660044,0.036625842,9.29908E-07,6.76755E-05,6.76755E-05,0.071802211,0.036725368,0.946015955,0,0
0.065495844,0.000138602,0.084676619,0.084676619,0.00091833,0.036650008,1.29331E-06,7.9903E-05,7.9903E-05,0.084740541,0.03678861,0.936602939,0,0
0.075495844,0.000184127,0.097605167,0.097605167,0.001218812,0.036678142,1.71594E-06,9.21491E-05,9.21491E-05,0.097678886,0.036862269,0.927283584,0,0
0.085495844,0.000236096,0.110533715,0.110533715,0.00156135,0.03671024,2.19758E-06,0.000104418,0.000104418,0.110617249,0.036946336,0.918056958,0,0
0.095495844,0.000294507,0.123462264,0.123462264,0.001945805,0.036746298,2.73808E-06,0.000116712,0.000116712,0.123555633,0.037040805,0.908922139,0,0
0.105495844,0.000359256,0.13569775,0.13569775,0.002371372,0.036786254,3.33727E-06,0.000129035,0.000129035,0.135800978,0.03714551,0.899878212,0,0
0.115495844,0.000429879,0.147365233,0.147365233,0.002834837,0.036829816,3.99501E-06,0.00014139,0.00014139,0.147478345,0.037259695,0.890924275,0,0
0.125495844,0.000506304,0.159032716,0.159032716,0.00333562,0.036876943,4.71118E-06,0.000153781,0.000153781,0.159155741,0.037383247,0.88205943,0,0
0.135495844,0.000588528,0.170700198,0.170700198,0.003873597,0.036927637,5.48568E-06,0.000166211,0.000166211,0.170833167,0.037516165,0.873282792,0,0
0.145495844,0.000676548,0.182367681,0.182367681,0.004448643,0.0369819,6.31841E-06,0.000178682,0.000178682,0.182510627,0.037658448,0.864593483,0,0
0.155495844,0.000770361,0.194035164,0.194035164,0.005060636,0.037039736,7.2093E-06,0.000191199,0.000191199,0.194188123,0.037810097,0.855990634,0,0
0.165495844,0.000869964,0.205702647,0.205702647,0.005709452,0.037101149,8.15828E-06,0.000203763,0.000203763,0.205865657,0.037971114,0.847473385,0,0
0.175495844,0.000975356,0.21737013,0.21737013,0.00639497,0.037166146,9.16533E-06,0.000216378,0.000216378,0.217543232,0.038141501,0.839040884,0,0
0.185495844,0.001086531,0.229037612,0.229037612,0.007117066,0.037234732,1.02304E-05,0.000229047,0.000229047,0.22922085,0.038321264,0.830692288,0,0
0.195495844,0.001203489,0.240705095,0.240705095,0.007875621,0.037306916,1.13535E-05,0.000241774,0.000241774,0.240898514,0.038510405,0.822426761,0,0
0.205495844,0.001326133,0.251730218,0.251730218,0.008669896,0.037382647,1.25346E-05,0.000254561,0.000254561,0.251933866,0.03870878,0.814243478,0,0
0.215495844,0.001454032,0.262228889,0.262228889,0.009496921,0.037461662,1.37738E-05,0.000267411,0.000267411,0.262442818,0.038915695,0.80614162,0,0
0.225495844,0.001587121,0.272727561,0.272727561,0.010356166,0.03754393,1.5071E-05,0.000280327,0.000280327,0.272951823,0.039131051,0.798120377,0,0
0.235495844,0.001725396,0.283226233,0.283226233,0.011247524,0.037629461,1.64263E-05,0.000293312,0.000293312,0.283460882,0.039354857,0.790178947,0,0
0.245495844,0.001868856,0.293724904,0.293724904,0.012170886,0.037718266,1.78399E-05,0.000306369,0.000306369,0.293969999,0.039587122,0.782316535,0,0
0.255495844,0.002017496,0.304223576,0.304223576,0.013126149,0.037810357,1.93117E-05,0.0003195,0.0003195,0.304479176,0.039827853,0.774532355,0,0
0.265495844,0.002171316,0.314722248,0.314722248,0.014113205,0.037905746,2.08418E-05,0.000332709,0.000332709,0.314988415,0.040077062,0.76682563,0,0
0.275495844,0.002330313,0.325220919,0.325220919,0.015131948,0.038004446,2.24304E-05,0.000345997,0.000345997,0.325497717,0.040334759,0.759195587,0,0
0.285495844,0.002494483,0.335719591,0.335719591,0.016182275,0.038106472,2.40775E-05,0.000359369,0.000359369,0.336007086,0.040600955,0.751641465,0,0
0.295495844,0.002663824,0.346218263,0.346218263,0.017264079,0.038211838,2.57833E-05,0.000372826,0.000372826,0.346516523,0.040875663,0.744162507,0,0
0.305495844,0.002838249,0.356121978,0.356121978,0.018376686,0.038320504,2.7548E-05,0.000386372,0.000386372,0.356431076,0.041158754,0.736757967,0,0
0.315495844,0.003017358,0.365538094,0.365538094,0.019517352,0.038432228,2.93716E-05,0.000400008,0.000400008,0.365858101,0.041449586,0.729427102,0,0
0.325495844,0.003201089,0.37495421,0.37495421,0.020685594,0.038546985,3.12544E-05,0.000413739,0.000413739,0.375285201,0.041748075,0.722169181,0,0
0.335495844,0.003389441,0.384370326,0.384370326,0.021881319,0.038664793,3.31965E-05,0.000427566,0.000427566,0.384712378,0.042054234,0.714983478,0,0
0.345495844,0.003582411,0.393786442,0.393786442,0.023104437,0.038785667,3.51982E-05,0.000441491,0.000441491,0.394139634,0.042368078,0.707869273,0,0
0.355495844,0.003779998,0.403202557,0.403202557,0.024354857,0.038909625,3.72595E-05,0.000455517,0.000455517,0.403566971,0.042689622,0.700825856,0,0
0.365495844,0.003982197,0.412618673,0.412618673,0.025632488,0.039036684,3.93808E-05,0.000469648,0.000469648,0.412994391,0.043018881,0.693852523,0,0
0.375495844,0.004189009,0.422034789,0.422034789,0.026937239,0.039166862,4.15623E-05,0.000483884,0.000483884,0.422421897,0.043355871,0.686948575,0,0
0.385495844,0.00440043,0.431450905,0.431450905,0.028269022,0.03930018,4.38041E-05,0.00049823,0.00049823,0.431849489,0.043700609,0.680113322,0,0
0.395495844,0.004616457,0.440867021,0.440867021,0.029627746,0.039436655,4.61066E-05,0.000512687,0.000512687,0.44127717,0.044053113,0.673346082,0,0
0.405495844,0.00483701,0.449732489,0.449732489,0.031012794,0.039576256,4.847E-05,0.000527258,0.000527258,0.450154295,0.044413267,0.666646176,0,0
0.415495844,0.005061719,0.458146671,0.458146671,0.032421634,0.039718756,5.08946E-05,0.000541945,0.000541945,0.458580227,0.044780475,0.660012936,0,0
0.425495844,0.005290528,0.466560853,0.466560853,0.033853825,0.039864136,5.33806E-05,0.000556751,0.000556751,0.467006253,0.045154664,0.653445697,0,0
0.435495844,0.005523435,0.474975035,0.474975035,0.035309291,0.040012416,5.59284E-05,0.000571678,0.000571678,0.475432377,0.045535851,0.646943804,0,0
0.445495844,0.005760436,0.483389216,0.483389216,0.036787953,0.040163617,5.85382E-05,0.000586728,0.000586728,0.483858599,0.045924054,0.640506606,0,0
0.455495844,0.006001532,0.491803398,0.491803398,0.038289736,0.040317759,6.12104E-05,0.000601903,0.000601903,0.492284921,0.046319291,0.634133458,0,0
0.465495844,0.006246719,0.50021758,0.50021758,0.039814563,0.040474863,6.39452E-05,0.000617207,0.000617207,0.500711346,0.046721582,0.627823725,0,0
0.475495844,0.006495996,0.508631762,0.508631762,0.041362356,0.040634951,6.67431E-05,0.00063264,0.00063264,0.509137874,0.047130947,0.621576775,0,0
0.485495844,0.00674936,0.517045944,0.517045944,0.042933041,0.040798045,6.96043E-05,0.000648206,0.000648206,0.517564509,0.047547405,0.615391982,0,0
