time,Dendrite passive:1,Input signal,Input,Na prefilter:1,Dendrite NL,Soma NL prefilter out,Soma after passive,Vs,Input + Vs,Vd,Gain1:1,Integrator1:1,Spike Output
0,0,0,0,0,0.036564157,0,0,0,0,0.036564157,1,0,0
0.005495844,1.6602E-06,0.007105329,0.012079059,1.10623E-05,0.03656519,9.19442E-09,6.69791E-06,6.69791E-06,0.012084417,0.03656685,0.99451923,0,0
0.015495844,1.31962E-05,0.020033877,0.034057591,8.78462E-05,0.036572361,7.29712E-08,1.88852E-05,1.88852E-05,0.034072699,0.036585557,0.984623598,0,0
0.025495844,3.57179E-05,0.032962426,0.056036123,0.000237547,0.036586345,1.97225E-07,3.10777E-05,3.10777E-05,0.056060985,0.036622063,0.97482643,0,0
0.035495844,6.92197E-05,0.045890974,0.078014655,0.000459922,0.036607128,3.81694E-07,4.32812E-05,4.32812E-05,0.07804928,0.036676348,0.965126745,0,0
0.045495844,0.000113696,0.058819522,0.099993188,0.000754729,0.036634699,6.26148E-07,5.55017E-05,5.55017E-05,0.100037589,0.036748395,0.955523573,0,0
0.055495844,0.000169142,0.07174807,0.12197172,0.001121727,0.036669049,9.30388E-07,6.77451E-05,6.77451E-05,0.122025916,0.036838191,0.946015955,0,0
0.065495844,0.000235551,0.084676619,0.143950252,0.001560677,0.036710176,1.29424E-06,8.00173E-05,8.00173E-05,0.144014266,0.036945728,0.936602939,0,0
0.075495844,0.000312919,0.097605167,0.165928784,0.002071338,0.03675808,1.71758E-06,9.23242E-05,9.23242E-05,0.166002643,0.037070998,0.927283584,0,0
0.085495844,0.000401239,0.110533715,0.187907316,0.002653473,0.036812763,2.20028E-06,0.000104672,0.000104672,0.187991053,0.037214002,0.918056958,0,0
0.095495844,0.000500507,0.123462264,0.209885848,0.003306843,0.036874234,2.74227E-06,0.000117066,0.000117066,0.209979501,0.03737474,0.908922139,0,0
0.105495844,0.000610547,0.13569775,0.230686175,0.004030082,0.036942396,3.3435E-06,0.000129512,0.000129512,0.230789785,0.037552942,0.899878212,0,0
0.115495844,0.000730568,0.147365233,0.250520896,0.004817727,0.037016769,4.00395E-06,0.000142016,0.000142016,0.250634509,0.037747337,0.890924275,0,0
0.125495844,0.000860449,0.159032716,0.270355616,0.00566879,0.037097298,4.72363E-06,0.000154584,0.000154584,0.270479284,0.037957746,0.88205943,0,0
0.135495844,0.001000185,0.170700198,0.290190337,0.00658306,0.037183999,5.50257E-06,0.00016722,0.00016722,0.290324113,0.038184184,0.873282792,0,0
0.145495844,0.001149771,0.182367681,0.310025058,0.007560327,0.037276896,6.34084E-06,0.000179931,0.000179931,0.310169002,0.038426667,0.864593483,0,0
0.155495844,0.001309203,0.194035164,0.329859779,0.008600382,0.037376013,7.2385E-06,0.00019272,0.00019272,0.330013955,0.038685216,0.855990634,0,0
0.165495844,0.001478474,0.205702647,0.3496945,0.009703015,0.037481378,8.19569E-06,0.000205594,0.000205594,0.349858975,0.038959853,0.847473385,0,0
0.175495844,0.001657581,0.21737013,0.36952922,0.010868019,0.037593022,9.21254E-06,0.000218558,0.000218558,0.369704067,0.039250603,0.839040884,0,0
0.185495844,0.001846519,0.229037612,0.389363941,0.012095186,0.037710978,1.02892E-05,0.000231617,0.000231617,0.389549235,0.039557497,0.830692288,0,0
0.195495844,0.002045283,0.240705095,0.409198662,0.01338431,0.037835283,1.14259E-05,0.000244777,0.000244777,0.409394483,0.039880565,0.822426761,0,0
0.205495844,0.00225371,0.251730218,0.42794137,0.014734138,0.037965874,1.26228E-05,0.000258043,0.000258043,0.428147804,0.040219584,0.814243478,0,0
0.215495844,0.002471067,0.262228889,0.445789112,0.016139621,0.038102323,1.38802E-05,0.00027142,0.00027142,0.446006248,0.040573391,0.80614162,0,0
0.225495844,0.002697243,0.272727561,0.463636854,0.017599855,0.038244601,1.51983E-05,0.000284912,0.000284912,0.463864784,0.040941844,0.798120377,0,0
0.235495844,0.002932233,0.283226233,0.481484596,0.01911466,0.038392749,1.65774E-05,0.000298526,0.000298526,0.481723416,0.041324983,0.790178947,0,0
0.245495844,0.003176033,0.293724904,0.499332337,0.020683853,0.038546814,1.80179E-05,0.000312265,0.000312265,0.499582149,0.041722847,0.782316535,0,0
0.255495844,0.003428638,0.304223576,0.517180079,0.022307255,0.038706844,1.952E-05,0.000326134,0.000326134,0.517440987,0.042135482,0.774532355,0,0
0.265495844,0.003690044,0.314722248,0.535027821,0.023984685,0.038872888,2.10841E-05,0.000340139,0.000340139,0.535299933,0.042562932,0.76682563,0,0
0.275495844,0.003960246,0.325220919,0.552875563,0.025715963,0.039044999,2.27107E-05,0.000354285,0.000354285,0.553158991,0.043005246,0.759195587,0,0
0.285495844,0.004239241,0.335719591,0.570723305,0.027500912,0.039223234,2.44E-05,0.000368575,0.000368575,0.571018165,0.043462475,0.751641465,0,0
0.295495844,0.004527024,0.346218263,0.588571047,0.029339352,0.039407649,2.61526E-05,0.000383016,0.000383016,0.588877459,0.043934673,0.744162507,0,0
0.305495844,0.004823445,0.356121978,0.605407363,0.031230137,0.039598207,2.79688E-05,0.000397611,0.000397611,0.605725452,0.044421652,0.736757967,0,0
0.315495844,0.005127825,0.365538094,0.62141476,0.033168602,0.039794514,2.98492E-05,0.000412366,0.000412366,0.621744653,0.044922339,0.729427102,0,0
0.325495844,0.00544006,0.37495421,0.637422157,0.035153925,0.039996562,3.17941E-05,0.000427286,0.000427286,0.637763986,0.045436622,0.722169181,0,0
0.335495844,0.005760147,0.384370326,0.653429554,0.037185951,0.040204411,3.38042E-05,0.000442374,0.000442374,0.653783453,0.045964558,0.714983478,0,0
0.345495844,0.006088082,0.393786442,0.669436951,0.039264524,0.040418123,3.588E-05,0.000457636,0.000457636,0.669803059,0.046506205,0.707869273,0,0
0.355495844,0.006423861,0.403202557,0.685444348,0.04138949,0.040637763,3.8022E-05,0.000473075,0.000473075,0.685822807,0.047061624,0.700825856,0,0
0.365495844,0.00676748,0.412618673,0.701451744,0.043560695,0.040863398,4.02307E-05,0.000488696,0.000488696,0.701842701,0.047630878,0.693852523,0,0
0.375495844,0.007118935,0.422034789,0.717459141,0.045777986,0.041095098,4.25068E-05,0.000504504,0.000504504,0.717862745,0.048214033,0.686948575,0,0
0.385495844,0.007478222,0.431450905,0.733466538,0.048041209,0.041332934,4.48509E-05,0.000520504,0.000520504,0.733882941,0.048811156,0.680113322,0,0
0.395495844,0.007845338,0.440867021,0.749473935,0.050350213,0.041576979,4.72636E-05,0.0005367,0.0005367,0.749903295,0.049422318,0.673346082,0,0
0.405495844,0.008220144,0.449732489,0.764545231,0.052703948,0.041827214,4.97455E-05,0.000553096,0.000553096,0.764987708,0.050047359,0.666646176,0,0
0.415495844,0.008602012,0.458146671,0.778849341,0.05509811,0.042083271,5.22973E-05,0.000569697,0.000569697,0.779305098,0.050685283,0.660012936,0,0
0.425495844,0.008990846,0.466560853,0.79315345,0.057531951,0.042345154,5.49197E-05,0.000586508,0.000586508,0.793622656,0.051336001,0.653445697,0,0
0.435495844,0.009386643,0.474975035,0.807457559,0.060005338,0.042612939,5.76134E-05,0.000603532,0.000603532,0.807940384,0.051999582,0.646943804,0,0
0.445495844,0.009789399,0.483389216,0.821761668,0.062518141,0.0428867,6.03791E-05,0.000620773,0.000620773,0.822258287,0.052676099,0.640506606,0,0
0.455495844,0.010199111,0.491803398,0.836065777,0.065070229,0.043166515,6.32176E-05,0.000638237,0.000638237,0.836576366,0.053365626,0.634133458,0,0
0.465495844,0.010615775,0.50021758,0.850369886,0.067661472,0.043452463,6.61296E-05,0.000655926,0.000655926,0.850894627,0.054068238,0.627823725,0,0
0.475495844,0.011039388,0.508631762,0.864673995,0.07029174,0.043744627,6.91158E-05,0.000673846,0.000673846,0.865213072,0.054784015,0.621576775,0,0
0.485495844,0.011469948,0.517045944,0.878978105,0.072960904,0.044043089,7.21772E-05,0.000692001,0.000692001,0.879531705,0.055513037,0.615391982,0,0
0.495495844,0.011907449,0.525460126,0.893282214,0.075668836,0.044347937,7.53144E-05,0.000710395,0.000710395,0.89385053,0.056255386,0.60926873,0,0
0.505495844,0.012351765,0.533365062,0.906720605,0.078414576,0.044659162,7.85282E-05,0.000729033,0.000729033,0.907303831,0.057010927,0.603206405,0,0
0.515495844,0.012802315,0.540852643,0.919449493,0.081194157,0.044976414,8.18197E-05,0.000747918,0.000747918,0.920047827,0.057778729,0.597204401,0,0
0.525495844,0.013259009,0.548340224,0.93217838,0.084006897,0.04529971,8.51895E-05,0.000767054,0.000767054,0.932792024,0.05855872,0.591262118,0,0
0.535495844,0.013721847,0.555827804,0.944907268,0.086852688,0.045629133,8.86386E-05,0.000786447,0.000786447,0.945536425,0.05935098,0.585378961,0,0
0.545495844,0.014190823,0.563315385,0.957636155,0.089731419,0.045964769,9.21679E-05,0.000806099,0.000806099,0.958281034,0.060155592,0.579554343,0,0
0.555495844,0.014665936,0.570802966,0.970365042,0.092642982,0.046306705,9.57782E-05,0.000826014,0.000826014,0.971025854,0.060972641,0.573787681,0,0
0.565495844,0.015147182,0.578290547,0.98309393,0.095587269,0.04665503,9.94706E-05,0.000846198,0.000846198,0.983770888,0.061802212,0.568078398,0,0
0.575495844,0.015634559,0.585778128,0.995822817,0.09856417,0.047009835,0.000103246,0.000866653,0.000866653,0.99651614,0.062644393,0.562425924,0,0
0.585495844,0.016128063,0.593265708,1.008551704,0.101573579,0.047371212,0.000107105,0.000887384,0.000887384,1.009261612,0.063499275,0.556829692,0,0
0.595495844,0.016627691,0.600753289,1.021280592,0.104615388,0.047739259,0.000111049,0.000908396,0.000908396,1.022007308,0.06436695,0.551289144,0,0
0.605495844,0.017133326,0.607770298,1.033209506,0.107688723,0.048113976,0.000115079,0.000929692,0.000929692,1.033953259,0.065247302,0.545803726,0,0
