time,Dendrite passive:1,Input signal,Input,Na prefilter:1,Dendrite NL,Soma NL prefilter out,Soma after passive,Vs,Input + Vs,Vd,Gain1:1,Integrator1:1,Spike Output
0,0,0,0,0,0.036564157,0,0,0,0,0.036564157,1,0,0
0.005495844,1.75782E-06,0.007105329,0.012789592,1.17127E-05,0.03656525,9.19443E-09,6.69792E-06,6.69792E-06,0.01279495,0.036567008,0.99451923,0,0
0.015495844,1.39721E-05,0.020033877,0.036060979,9.30114E-05,0.036572843,7.29716E-08,1.88854E-05,1.88854E-05,0.036076087,0.036586815,0.984623598,0,0
0.025495844,3.7818E-05,0.032962426,0.059332366,0.000251514,0.03658765,1.97228E-07,3.10786E-05,3.10786E-05,0.059357229,0.036625468,0.97482643,0,0
0.035495844,7.32896E-05,0.045890974,0.082603753,0.000486964,0.036609656,3.81705E-07,4.32838E-05,4.32838E-05,0.08263838,0.036682946,0.965126745,0,0
0.045495844,0.000120381,0.058819522,0.10587514,0.000799105,0.036638851,6.26179E-07,5.55072E-05,5.55072E-05,0.105919546,0.036759232,0.955523573,0,0
0.055495844,0.000179087,0.07174807,0.129146527,0.001187682,0.036675226,9.30456E-07,6.7755E-05,6.7755E-05,0.129200731,0.036854313,0.946015955,0,0
0.065495844,0.000249401,0.084676619,0.152417914,0.001652441,0.03671878,1.29438E-06,8.00336E-05,8.00336E-05,0.152481941,0.036968181,0.936602939,0,0
0.075495844,0.000331317,0.097605167,0.175689301,0.002193128,0.036769514,1.71781E-06,9.23492E-05,9.23492E-05,0.17576318,0.037100831,0.927283584,0,0
0.085495844,0.000424831,0.110533715,0.198960688,0.00280949,0.036827432,2.20066E-06,0.000104708,0.000104708,0.199044454,0.037252263,0.918056958,0,0
0.095495844,0.000529935,0.123462264,0.222232074,0.003501277,0.036892546,2.74287E-06,0.000117116,0.000117116,0.222325768,0.037422481,0.908922139,0,0
0.105495844,0.000646445,0.13569775,0.24425595,0.00426704,0.036964755,3.34439E-06,0.00012958,0.00012958,0.244359614,0.0376112,0.899878212,0,0
0.115495844,0.000773523,0.147365233,0.265257419,0.005100997,0.037043553,4.00523E-06,0.000142106,0.000142106,0.265371104,0.037817077,0.890924275,0,0
0.125495844,0.000911041,0.159032716,0.286258888,0.0060021,0.037128883,4.72541E-06,0.000154699,0.000154699,0.286382647,0.038039924,0.88205943,0,0
0.135495844,0.001058993,0.170700198,0.307260357,0.006970126,0.037220765,5.50499E-06,0.000167365,0.000167365,0.307394249,0.038279759,0.873282792,0,0
0.145495844,0.001217375,0.182367681,0.328261826,0.008004853,0.037319228,6.34404E-06,0.000180109,0.000180109,0.328405913,0.038536602,0.864593483,0,0
0.155495844,0.00138618,0.194035164,0.349263295,0.00910606,0.037424298,7.24268E-06,0.000192938,0.000192938,0.349417645,0.038810478,0.855990634,0,0
0.165495844,0.001565404,0.205702647,0.370264764,0.010273524,0.03753601,8.20104E-06,0.000205856,0.000205856,0.370429449,0.039101414,0.847473385,0,0
0.175495844,0.001755042,0.21737013,0.391266233,0.011507026,0.037654398,9.21929E-06,0.00021887,0.00021887,0.391441329,0.03940944,0.839040884,0,0
0.185495844,0.001955089,0.229037612,0.412267702,0.012806346,0.037779502,1.02976E-05,0.000231985,0.000231985,0.41245329,0.039734591,0.830692288,0,0
0.195495844,0.002165539,0.240705095,0.433269171,0.014171266,0.037911364,1.14362E-05,0.000245207,0.000245207,0.433465337,0.040076903,0.822426761,0,0
0.205495844,0.002386221,0.251730218,0.453114392,0.015600459,0.038049923,1.26354E-05,0.000258541,0.000258541,0.453321225,0.040436143,0.814243478,0,0
0.215495844,0.002616358,0.262228889,0.472012001,0.017088578,0.038194725,1.38954E-05,0.000271994,0.000271994,0.472229596,0.040811083,0.80614162,0,0
0.225495844,0.002855832,0.272727561,0.49090961,0.018634668,0.038345745,1.52165E-05,0.000285569,0.000285569,0.491138065,0.041201577,0.798120377,0,0
0.235495844,0.003104639,0.283226233,0.509807219,0.020238536,0.038503031,1.6599E-05,0.000299273,0.000299273,0.510046637,0.041607669,0.790178947,0,0
0.245495844,0.003362773,0.293724904,0.528704828,0.021899991,0.038666636,1.80433E-05,0.00031311,0.00031311,0.528955315,0.042029408,0.782316535,0,0
0.255495844,0.00363023,0.304223576,0.547602437,0.023618841,0.038836614,1.95498E-05,0.000327085,0.000327085,0.547864105,0.042466844,0.774532355,0,0
0.265495844,0.003907005,0.314722248,0.566500046,0.025394896,0.039013024,2.11188E-05,0.000341205,0.000341205,0.566773009,0.042920029,0.76682563,0,0
0.275495844,0.004193094,0.325220919,0.585397655,0.027227966,0.039195927,2.27508E-05,0.000355473,0.000355473,0.585682033,0.043389021,0.759195587,0,0
0.285495844,0.004488492,0.335719591,0.604295264,0.02911786,0.039385386,2.44462E-05,0.000369895,0.000369895,0.60459118,0.043873878,0.751641465,0,0
0.295495844,0.004793195,0.346218263,0.623192873,0.031064392,0.039581466,2.62055E-05,0.000384477,0.000384477,0.623500455,0.044374662,0.744162507,0,0
0.305495844,0.005107044,0.356121978,0.641019561,0.033066344,0.039784135,2.80291E-05,0.000399224,0.000399224,0.64133894,0.044891179,0.736757967,0,0
0.315495844,0.00542932,0.365538094,0.65796857,0.035118781,0.039992977,2.99176E-05,0.00041414,0.00041414,0.658299882,0.045422296,0.729427102,0,0
0.325495844,0.005759913,0.37495421,0.674917578,0.03722083,0.040207988,3.18715E-05,0.000429231,0.000429231,0.675260963,0.045967901,0.722169181,0,0
0.335495844,0.00609882,0.384370326,0.691866587,0.039372327,0.040429237,3.38914E-05,0.000444501,0.000444501,0.692222187,0.046528057,0.714983478,0,0
0.345495844,0.006446035,0.393786442,0.708815595,0.041573108,0.040656797,3.59778E-05,0.000459955,0.000459955,0.709183559,0.047102832,0.707869273,0,0
0.355495844,0.006801556,0.403202557,0.725764603,0.043823009,0.040890742,3.81313E-05,0.000475598,0.000475598,0.726145082,0.047692298,0.700825856,0,0
0.365495844,0.007165377,0.412618673,0.742713612,0.046121868,0.041131149,4.03527E-05,0.000491434,0.000491434,0.743106759,0.048296526,0.693852523,0,0
0.375495844,0.007537496,0.422034789,0.75966262,0.048469521,0.041378097,4.26424E-05,0.000507469,0.000507469,0.760068596,0.048915592,0.686948575,0,0
0.385495844,0.007917907,0.431450905,0.776611629,0.050865808,0.041631668,4.50012E-05,0.000523708,0.000523708,0.777030595,0.049549575,0.680113322,0,0
0.395495844,0.008306607,0.440867021,0.793560637,0.053310566,0.041891947,4.74297E-05,0.000540155,0.000540155,0.793992761,0.050198554,0.673346082,0,0
0.405495844,0.008703449,0.449732489,0.80951848,0.055802685,0.042158919,4.99286E-05,0.000556815,0.000556815,0.809963933,0.050862368,0.666646176,0,0
0.415495844,0.009107769,0.458146671,0.824664008,0.058337607,0.042432197,5.24988E-05,0.000573693,0.000573693,0.825122962,0.051539966,0.660012936,0,0
0.425495844,0.009519463,0.466560853,0.839809535,0.060914541,0.042711794,5.51408E-05,0.000590794,0.000590794,0.84028217,0.052231257,0.653445697,0,0
0.435495844,0.00993853,0.474975035,0.854955062,0.063533345,0.042997794,5.78556E-05,0.000608122,0.000608122,0.85544156,0.052936324,0.646943804,0,0
0.445495844,0.010364965,0.483389216,0.87010059,0.066193883,0.043290284,6.06438E-05,0.000625681,0.000625681,0.870601135,0.053655249,0.640506606,0,0
0.455495844,0.010798765,0.491803398,0.885246117,0.068896014,0.043589353,6.35062E-05,0.000643477,0.000643477,0.885760898,0.054388118,0.634133458,0,0
