time,Dendrite passive:1,Input signal,Input,Na prefilter:1,Dendrite NL,Soma NL prefilter out,Soma after passive,Vs,Input + Vs,Vd,Gain1:1,Integrator1:1,Spike Output
0,0,0,0,0,0.036564157,0,0,0,0,0.036564157,1,0,0
0.005495844,1.17212E-06,0.007105329,0.008526395,7.81009E-06,0.036564886,9.19439E-09,6.69787E-06,6.69787E-06,0.008531753,0.036566058,0.99451923,0,0
0.015495844,9.3167E-06,0.020033877,0.024040653,6.20206E-05,0.036569949,7.29691E-08,1.88841E-05,1.88841E-05,0.02405576,0.036579265,0.984623598,0,0
0.025495844,2.52173E-05,0.032962426,0.039554911,0.000167711,0.036579821,1.97209E-07,3.10728E-05,3.10728E-05,0.039579769,0.036605038,0.97482643,0,0
0.035495844,4.887E-05,0.045890974,0.055069169,0.000324711,0.03659449,3.81636E-07,4.32682E-05,4.32682E-05,0.055103783,0.03664336,0.965126745,0,0
0.045495844,8.02709E-05,0.058819522,0.070583427,0.000532848,0.036613946,6.25993E-07,5.54743E-05,5.54743E-05,0.070627806,0.036694217,0.955523573,0,0
0.055495844,0.000119416,0.07174807,0.086097684,0.000791954,0.036638182,9.30045E-07,6.76954E-05,6.76954E-05,0.086151841,0.036757598,0.946015955,0,0
0.065495844,0.000166302,0.084676619,0.101611942,0.001101858,0.036667189,1.29358E-06,7.99356E-05,7.99356E-05,0.101675891,0.036833491,0.936602939,0,0
0.075495844,0.000220925,0.097605167,0.1171262,0.001462391,0.036700964,1.71641E-06,9.21992E-05,9.21992E-05,0.11719996,0.036921888,0.927283584,0,0
0.085495844,0.00028328,0.110533715,0.132640458,0.001873385,0.036739503,2.19835E-06,0.00010449,0.00010449,0.13272405,0.037022783,0.918056958,0,0
0.095495844,0.000353364,0.123462264,0.148154716,0.002334673,0.036782806,2.73928E-06,0.000116813,0.000116813,0.148248166,0.03713617,0.908922139,0,0
0.105495844,0.000431054,0.13569775,0.1628373,0.002845289,0.036830799,3.33905E-06,0.000129171,0.000129171,0.162940637,0.037261853,0.899878212,0,0
0.115495844,0.00051579,0.147365233,0.176838279,0.003401377,0.036883136,3.99757E-06,0.000141569,0.000141569,0.176951535,0.037398926,0.890924275,0,0
0.125495844,0.000607488,0.159032716,0.190839259,0.00400224,0.036939769,4.71474E-06,0.000154011,0.000154011,0.190962467,0.037547258,0.88205943,0,0
0.135495844,0.000706144,0.170700198,0.204840238,0.004647729,0.037000705,5.49051E-06,0.000166499,0.000166499,0.204973437,0.037706849,0.873282792,0,0
0.145495844,0.000811754,0.182367681,0.218841217,0.005337695,0.037065949,6.32481E-06,0.000179039,0.000179039,0.218984448,0.037877703,0.864593483,0,0
0.155495844,0.000924316,0.194035164,0.232842197,0.006071992,0.037135509,7.21764E-06,0.000191633,0.000191633,0.232995503,0.038059825,0.855990634,0,0
0.165495844,0.001043824,0.205702647,0.246843176,0.00685047,0.037209396,8.16897E-06,0.000204285,0.000204285,0.247006605,0.03825322,0.847473385,0,0
0.175495844,0.001170277,0.21737013,0.260844156,0.007672984,0.03728762,9.17881E-06,0.000217,0.000217,0.261017756,0.038457897,0.839040884,0,0
0.185495844,0.001303671,0.229037612,0.274845135,0.008539386,0.037370193,1.02472E-05,0.000229781,0.000229781,0.275028959,0.038673864,0.830692288,0,0
0.195495844,0.001444001,0.240705095,0.288846114,0.009449532,0.03745713,1.13742E-05,0.000242631,0.000242631,0.289040219,0.038901132,0.822426761,0,0
0.205495844,0.001591155,0.251730218,0.302076261,0.010402537,0.037548375,1.25598E-05,0.000255554,0.000255554,0.302280705,0.03913953,0.814243478,0,0
0.215495844,0.001744614,0.262228889,0.314674667,0.011394835,0.037643615,1.38041E-05,0.000268554,0.000268554,0.314889511,0.039388229,0.80614162,0,0
0.225495844,0.001904299,0.272727561,0.327273073,0.012425792,0.037742818,1.51073E-05,0.000281635,0.000281635,0.327498381,0.039647117,0.798120377,0,0
0.235495844,0.002070207,0.283226233,0.339871479,0.013495277,0.037846002,1.64695E-05,0.000294799,0.000294799,0.340107319,0.039916208,0.790178947,0,0
0.245495844,0.002242335,0.293724904,0.352469885,0.014603163,0.037953184,1.78907E-05,0.00030805,0.00030805,0.352716326,0.040195518,0.782316535,0,0
0.255495844,0.00242068,0.304223576,0.365068291,0.015749322,0.038064383,1.93711E-05,0.000321392,0.000321392,0.365325405,0.040485063,0.774532355,0,0
